"operational_day","estimated_avoidable_deaths","SWASFT_(SWASFT) Number of HCP Incidents","SevernSide_(Severnside) Calls Answered","BRI_Number of Admissions","NBT_Number of Admissions","WGH_Number of Admissions","Sirona - Bristol_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - SG_DtA P1 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit, and in any setting (acute and non-acute)","Sirona - NS_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - SG_DtA P2 TOTAL BOOKED AND UN-BOOKED Waiting for capacity, medically fit and ready to leave ACUTE","Sirona - Bristol_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - NS_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","Sirona - SG_DtA P3 TOTAL (BOOKED AND UNBOOKED) Waiting for capacity and medically fit and in any setting (acute and transitional bed)","BRI_G&A Bed occupancy","NBT_G&A Bed occupancy","WGH_G&A Bed occupancy","North Bristol NHS Trust_Ambulance Queue","Bristol Royal Infirmary_Cohorting & Reverse Queue","North Bristol NHS Trust_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Total Breaches Since Midnight","Bristol Royal Infirmary_Total Breaches Since Midnight","North Bristol NHS Trust_Total Breaches Since Midnight","Weston_Total Breaches Since Midnight","Bristol Royal Infirmary_Ambulance Queue","Weston_Cohorting & Reverse Queue","Bristol Royal Hospital for Children_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Infirmary_Ambulance Handovers 60mins (Since Midnight)","Weston_Ambulance Handovers 60mins (Since Midnight)","Bristol Royal Hospital for Children_Handover to Clear 60mins (Since Midnight)","Bristol Royal Infirmary_Handover to Clear 60mins (Since Midnight)","Weston_Handover to Clear 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_OPEL","North Bristol NHS Trust_Ambulance Handovers 60mins (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 1 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 2 - BNSSG Mean Response (Since Midnight)","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 3 - BNSSG Mean Response (Since Midnight)","North Bristol NHS Trust_Handover to Clear 60mins (Since Midnight)","BNSSG Adult Health Community Services_OPEL","Bristol Royal Infirmary_OPEL","North Bristol NHS Trust_OPEL","SevernSide Integrated Urgent Care System_OPEL","Weston_OPEL","NHS Bristol, North Somerset, South Gloucestershire Integrated Care Board_Category 4 - BNSSG Mean Response (Since Midnight)","SevernSide Integrated Urgent Care System_Number of Cases on IUC CAS Queue","Sirona - Total_NBT NCtR >= 65 years old","Sirona - Total_NBT NCtR Beddays","Sirona - Total_NBT NCtR Patients","Sirona - Total_NBT P1 NCtR Patients","Sirona - Total_NBT P2 NCtR Patients","Sirona - Total_NBT P3 NCtR Patients","Bristol Royal Infirmary_% of patients spending >12 hours in ED","Weston_% of patients spending >12 hours in ED","Bristol Royal Infirmary_Aggregated NHSE OPEL Score","Weston_Aggregated NHSE OPEL Score","Bristol Royal Infirmary_Automated OPEL","Weston_Automated OPEL","Bristol Royal Infirmary_Majors and resuscitation occupancy (adult)","Weston_Majors and resuscitation occupancy (adult)","ICU_admissions"
2025-04-05,0.752547352517483,52,1106,162,106,32,77,46,72,27,6,6,16,9,662,921,261,2.34375,6.38541666666667,16.7604166666667,13.0416666666667,32.8101265822785,38.9270833333333,18.2564102564103,0.09375,1.4375,0.34375,0.458333333333333,0.3125,0,0,0,3,11.65625,458.473684210526,1765.08421052632,6405.65432098765,0.40625,2,3,3,2,2,10747.90625,96,162,2130,194,91,30,25,9.3125,9.4375,26.625,21.5625,3,2.1875,67.8125,21.4375,2000
2025-04-06,0.708239242296184,35,1016,136,132,36,71,43,72,27,6,6,16,9,684,945,268,3.17708333333333,9.10416666666667,12.8020833333333,6.44303797468355,50.620253164557,50.5520833333333,9.23404255319149,2.05208333333333,0.375,0.40625,5.34375,0,0,0.364583333333333,0.0833333333333334,3,6.36458333333333,481.978723404255,1715.32631578947,8002.68674698795,0,2,3,3,1.5,2,11743.8059701492,190.5,157,2254,190,89,29,25,4.625,7.9375,26.6875,23.25,3.1875,2.8125,57.1875,12,2000
2025-04-07,0.879502009268872,66,765,220,199,92,71,38,68,27,6,6,16,9,688,964,264,1.88297872340425,7.69791666666667,16.0744680851064,7.89873417721519,45.3417721518987,53.9574468085106,18,2.17708333333333,4.42708333333333,0,8.05208333333333,0,0,0,0.40625,3,6.10416666666667,453.934065934066,1617.4,5240.67777777778,0.166666666666667,3,3,4,1,3,3441,119.25,155,2386,184,81,28,25,14.6875,17.3020833333333,32.9479166666667,20.9166666666667,3.8125,2.13541666666667,70.0416666666667,38.8125,2000
2025-04-08,1.32523781847614,59,765,192,205,96,71,34,65,21,5,9,20,9,693,961,253,8.17708333333333,7.875,22.7291666666667,5.88607594936709,39.1518987341772,42.2916666666667,19.2340425531915,0.59375,5.8125,0,8.17708333333333,0.447916666666667,0,0,0,3,12.8020833333333,477.967032967033,1763.20430107527,5113.47619047619,0.354166666666667,3,4,4,1,2,4597,23,162,2406,196,79,30,26,11.5625,20.625,27.8125,24.4375,3,3,74.25,53.375,4000
2025-04-09,1.40580703152983,47,687,209,190,75,77,41,58,21,7,9,21,8,696,941,246,2.72916666666667,9.07291666666667,20.4375,4.32911392405063,41.7307692307692,29.2916666666667,11.0833333333333,2.03125,6.23958333333333,0,10.875,0.09375,0,0,0,3,14.0833333333333,425.925531914894,1979.67021276596,6011.7380952381,0,3,4,4,1,4,5753,29.3333333333333,168,2334,208,85,34,29,9.0625,38.25,30.625,24,3,3,77.4375,52.4375,4000
2025-04-10,0.797686853134099,52,615,190,217,77,79,42,56,23,11,8,23,6,685,933,247,2.91666666666667,7.03125,15.96875,8.40506329113924,36.0379746835443,32.96875,12.4468085106383,0.541666666666667,1.08333333333333,0.0104166666666667,7.375,0.166666666666667,0,0.375,0,3,9.02083333333333,452.159574468085,1680.07368421053,4304.88235294118,0,3,3,3,2,3,5753,15,167,2191,206,81,40,29,15.75,40.3125,28.4375,24.1875,3,3,84.0625,52.3125,4000
2025-04-11,0.635539704836116,51,640,208,199,81,76,46,56,23,4,8,26,5,670,904,258,1.1578947368421,8.90625,6.10526315789473,8.09859154929577,39.7721518987342,29.2421052631579,24.6382978723404,1.14583333333333,2.57291666666667,0,1.38541666666667,1.61458333333333,0,0,0,3,5.52083333333333,415.483516483516,1359.84210526316,3233.96703296703,0,3,3,3,1,3,5702.27272727273,19.3333333333333,157,2073,198,82,39,27,7.3125,13.5625,26.375,24.4375,3,2.8125,68.5,13.125,4000
2025-04-12,0.746110382392601,41,1116,132,143,47,80,46,55,23,8,10,24,5,660,920,253,3.78125,9.22916666666667,9.04166666666666,5.41304347826087,39.7341772151899,30.5729166666667,16.4189189189189,2.89583333333333,3.96875,0,8.125,1.33333333333333,0,0.385416666666667,0.3125,3,5.82291666666667,464.202127659575,2637.89247311828,8652.48717948718,0.0729166666666667,3,4,3.5,1,3,5651.54545454545,76.5,164,2084,203,85,42,27,13.5625,41.625,28.375,22.375,3,2.1875,75.75,36.875,4000
2025-04-13,0.868822136583075,34,951,119,98,40,76,40,41,24,8,10,24,4,678,912,261,2.34375,8.60416666666667,17.8020833333333,6.08860759493671,44.4430379746835,55.4375,15.1481481481481,1.92708333333333,0.5,0,10.84375,0,0,0.40625,0,3,18.9166666666667,497.968421052632,1596.42708333333,6765.63736263736,0.0833333333333334,3,3,4,1,3,5600.81818181818,172.4,159,2195,196,79,45,27,15.625,34,31.3125,23.625,3.1875,2.8125,82.1875,8.4375,4000
2025-04-14,1.26673078344271,61,823,204,235,99,84,35,37,24,10,10,24,4,693,914,263,3.58333333333333,9.13684210526316,21.0520833333333,7.01282051282051,49.448717948718,34.8020833333333,16.7012987012987,2.85263157894737,1.78947368421053,0,18.9791666666667,0.239583333333333,0,0,0,3,9.9375,498.884210526316,1874.16129032258,5586.11392405063,0.40625,3,4,4,1,3,5550.09090909091,102.666666666667,157,2324,192,75,46,26,13.8105263157895,11.7894736842105,36.4315789473684,22.1894736842105,4,2.18947368421053,94.4842105263158,22.6,4000
2025-04-15,1.14195196052719,64,697,189,217,92,78,38,46,23,11,7,21,5,693,937,267,5.35416666666667,11.5520833333333,21.0625,8.40277777777778,32.0126582278481,54.5416666666667,25.804347826087,1.32291666666667,1.88541666666667,0.458333333333334,13.28125,0,0,0,0,3,16.4166666666667,599.578947368421,2192.35869565217,7303.03571428571,0,3,4,4,2,3,5499.36363636364,33.6666666666667,156,2152,187,67,47,23,14.875,28.1875,33.625,23.1875,3.8125,3,87.0625,38,0
2025-04-16,0.922985248415693,47,663,195,205,70,75,39,50,25,13,8,22,4,687,919,261,1.09473684210526,8.66666666666667,18.2315789473684,7.35526315789474,25.4736842105263,36.9368421052632,13.7123287671233,1.37634408602151,2.35483870967742,0.40625,7.4375,0.114583333333333,0.166666666666667,0,0.125,3,10.1041666666667,519.294736842105,1824.09677419355,7266.55319148936,0.166666666666667,3,3,4,1,2,5448.63636363636,32,161,2097,191,74,49,22,20.0967741935484,28.4193548387097,31.6129032258065,24,3,3,84.741935483871,41.4838709677419,0
2025-04-17,0.895018768186159,64,794,221,217,84,78,43,48,23,18,7,21,3,666,893,246,1.78947368421053,9.95698924731183,12.9578947368421,8.36486486486486,37.5789473684211,33.6631578947368,21.7234042553191,2.25806451612903,0.817204301075268,0,11.34375,0.114583333333333,0.40625,0,0,3,2.40625,379.947368421053,1763.4,7030.7816091954,0.40625,3,4,3.5,1,2,5397.90909090909,10.6666666666667,169,2031,197,73,54,22,9.74193548387096,22.3225806451613,30.1935483870968,23.6129032258065,3,2.80645161290323,88.7096774193548,46.3225806451613,0
2025-04-18,0.447894071155475,36,1282,152,127,67,75,44,53,22,22,7,19,5,651,880,249,2.69791666666667,5.92708333333333,8.95833333333333,6.91139240506329,41.6075949367088,40.3645833333333,21.8510638297872,0.333333333333334,0.822916666666667,0,7.51041666666666,0.770833333333333,0,0,0,3,2.625,583.29347826087,1809.94680851064,5473.77108433735,0,2.66666666666667,3,3,2.5,2,5347.18181818182,85,171,1973,199,73,59,21,13.8125,5.6875,29.6875,21.625,3,2,70.3125,7.3125,0
2025-04-19,0.353828861718023,31,1371,136,111,62,72,39,53,22,2,5,17,5,646,873,268,0.760416666666666,3.15625,4.42708333333333,7.34615384615385,32.5316455696203,50.6041666666667,13,0.28125,0.197916666666667,0,0.697916666666667,0.1875,0,0,0,3,0.708333333333333,469.222222222222,1423.89473684211,3623.81176470588,0,2.33333333333333,3,3,4,2,5296.45454545455,179.2,173,2051,199,72,63,20,0.375,1.875,24,20.375,3,2,52.4375,15.25,0
2025-04-20,0.351972530595389,38,1005,128,117,44,69,41,49,23,19,7,17,6,661,881,266,1,2.32291666666667,4.5,1.76470588235294,45.3924050632912,47.875,14.3684210526316,0.0833333333333333,0,0,0,0,0,0,0,3,0.604166666666667,404.666666666667,1290.17021276596,3836.60465116279,0,2,2,3,3.5,2,5245.72727272727,274,164,2178,190,64,61,20,2,8.875,24,21.8125,3,2,61.3125,25,0
2025-04-21,0.492589610841236,46,1209,141,115,62,64,36,47,24,28,9,17,6,694,915,266,1.93684210526316,3.83333333333334,7.92631578947368,3.56578947368421,41.0126582278481,48.5263157894737,8.04255319148936,0.697916666666667,0.15625,0.34375,3.08333333333333,0,0.09375,0,0,3,3.19791666666667,589.483870967742,1881.66315789474,4818.69662921348,0,2,3,3,4,2,5195,177.6,162,2298,186,63,59,19,2.375,8.6875,26.0625,21.9375,3.1875,2.1875,59.4375,23.875,0
2025-04-22,0.909719034169751,49,923,230,225,88,56,26,43,22,19,7,17,6,700,923,274,3.23958333333333,9.23655913978495,15.09375,8.34666666666667,50.96,47.4375,24.25,1.7741935483871,5.39784946236559,0.40625,6.63541666666667,1.11458333333333,0,0.0208333333333333,0,3,8.09375,454.842105263158,2236.15789473684,6469.36470588235,0,2.33333333333333,3.5,3,3,2.5,5117.66666666667,140.5,160,2418,185,58,59,19,5.29032258064516,32.0645161290323,34.3548387096774,26,3.83870967741935,3,83.8064516129032,27.0645161290323,0
2025-04-23,1.19371891528113,76,744,238,235,79,56,39,35,16,19,6,18,7,709,932,268,3.57291666666667,12.1894736842105,17.5833333333333,7.55102040816327,39.5128205128205,42.5104166666667,15.1369863013699,1.92631578947368,2.88421052631579,0,13.4375,2.22916666666666,0,0,0,3,6.13541666666667,695.287356321839,2092.23404255319,8045.75641025641,0.166666666666667,2.66666666666667,4,3,2,3,5040.33333333333,38,165,2387,191,58,55,22,12.5684210526316,42.8842105263158,31.5684210526316,26,3.18947368421053,3,88.7578947368421,61.8,0
2025-04-24,0.55216931375032,44,728,227,214,93,55,27,36,19,20,5,17,7,709,955,265,4.91578947368421,12.7604166666667,15.9789473684211,3.14492753623188,42.7721518987342,48.9157894736842,27.2765957446809,2.64583333333333,2.51041666666667,0,11.0208333333333,3.47916666666667,0,0,0,3,7.69791666666667,681.574712643678,2018.75531914894,8853.1038961039,0.40625,3,4,3,1,3,4963,31,165,2381,191,52,57,20,14.625,18.375,33.25,25.625,3.8125,3,91.25,28.75,0
2025-04-25,0.642541346926457,72,797,213,218,89,60,33,36,21,20,5,15,7,675,913,264,1.36458333333333,11.75,8.59375,11.0759493670886,42.9493670886076,31.125,31.9565217391304,3.46875,2.0625,0,12.7083333333333,0,0,0,0,3,5.65625,440,1852.71578947368,4188.48936170213,0,3,3,3,2,2,4963,25,177,2375,201,60,56,19,11.125,10.9375,29.625,23.25,3,2.8125,84.0625,19,0
2025-04-26,0.689772685277974,43,1195,143,127,47,68,34,38,20,18,7,14,8,680,927,276,1.17708333333333,8.13541666666667,3.13541666666667,11.974358974359,45.3924050632912,27.0208333333333,14.4042553191489,1.25,0.510416666666667,0,10.5208333333333,0,0,0,0,3,1.08333333333333,465.778947368421,2103.95698924731,5460.61797752809,0,3,3,3.33333333333333,1.66666666666667,2,5815,98.75,175,2323,201,60,56,17,2.4375,24.8125,28.375,20.375,3,2,70,20.125,0
2025-04-27,0.553325941109169,57,961,150,120,48,67,33,38,18,2,7,14,8,695,948,270,2.8125,4.8125,9.51041666666667,8.74358974358974,49.1012658227848,36.0833333333333,20.6521739130435,0.354166666666666,0.447916666666666,0,7.98958333333334,0,0,0,0.03125,3,8.63541666666667,461.59375,1761.88541666667,6692.70238095238,0,3,3,3.66666666666667,1.33333333333333,2,6667,230.333333333333,172,2466,198,56,57,17,0,10.4375,29.4375,21.8125,3,2,76.8125,27.4375,0
2025-04-28,1.22119990379872,52,832,223,192,77,70,32,37,18,16,7,14,8,690,942,267,4.23157894736842,9.89583333333333,21.8,6.44897959183673,41.7594936708861,40.5684210526316,18.2340425531915,2.91666666666667,4.10416666666667,0,6.32291666666667,0,0,0,0,3,9.38541666666667,432.467391304348,1708.34736842105,6927.75949367089,0.229166666666667,3,4,4,1,3,7519,163.666666666667,173,2628,198,54,56,17,3.1875,12.875,28.6875,21.1875,3.1875,2,57.125,41.375,0
2025-04-29,0.77716273847284,52,677,185,210,94,67,30,40,22,20,4,13,9,688,944,263,1.70526315789474,11.5416666666667,17.5789473684211,8.8974358974359,41.2405063291139,48.3473684210527,30.0212765957447,2.61458333333333,4.27083333333333,0,16.90625,0,0,0,0,3,7.41666666666667,523.604395604396,2034.59574468085,5877.08139534884,0.34375,3,3,3.5,1,3,8371,45,172,2591,199,54,59,18,16.4375,34,35.25,22,3.8125,2,81.625,50.1875,2000
2025-04-30,0.75442405933173,53,650,215,185,62,68,39,47,22,19,7,10,10,690,923,265,0.583333333333333,9.21875,8.41666666666667,9.62025316455696,35.7179487179487,43.34375,19.6136363636364,2.77083333333333,5.13541666666667,0.0520833333333333,12.6979166666667,0.40625,0,0,0,3,1.21875,581.826086956522,1666.51578947368,4387.07608695652,0.8125,3,4,3,1,3,8371,24.6666666666667,190,2461,215,66,56,21,13.4375,37,32.375,21.8125,3.1875,2,58.6875,30.8125,2000
2025-05-01,0.593151757808654,55,752,202,224,83,69,44,51,23,19,9,9,8,684,923,267,0.802083333333333,4.86458333333333,3.10416666666667,7.28571428571429,40.6025641025641,23.0416666666667,12.6825396825397,0.729166666666666,3.65625,0,10.3854166666667,0.0833333333333333,0,0,0.291666666666667,3,0.0833333333333333,619.4375,1529.37234042553,3836.05376344086,0.510416666666666,2,3,3,1,2,6998,19,188,2396,219,61,61,19,9.125,46.0625,31.375,21.375,3.625,2.1875,78.25,54.875,2000
2025-05-02,0.372721392820016,62,776,205,211,56,71,45,55,21,16,10,9,8,670,906,258,3.19791666666667,5.98958333333333,8.4375,6.19230769230769,37.4177215189873,36.2083333333333,27.7272727272727,1.89583333333333,2.39583333333334,0,7.04166666666666,1.26041666666667,0,0,0,3,6.82291666666667,456.484210526316,1787.74193548387,6032.74698795181,1.21875,2.33333333333333,3,3,1,2,5625,29,188,2418,216,70,61,20,1.5625,26.75,20.75,23,2.1875,3,73.5,45.3125,2000
2025-05-03,0.418388498651012,32,1208,135,119,54,81,44,55,23,17,11,10,8,660,908,255,1.63541666666667,6.26041666666667,7.17708333333333,7.43243243243244,43.3037974683544,47.0833333333333,20.063829787234,1,1.72916666666667,0,12.5729166666667,0,0,0,0,3,9.55208333333334,618.936842105263,1739.4,6359.18681318681,0,2.66666666666667,3,3,3,2,5625,122,190,2511,217,76,59,24,4.375,17.9375,24.375,23.1875,3,3,66.25,25,2000
2025-05-04,0.43009161469673,40,1091,144,120,38,79,41,50,23,18,11,10,8,656,918,265,1.77083333333333,3.51041666666667,9,3.77215189873418,36.6666666666667,46,17.7446808510638,0.0729166666666667,0.479166666666667,0,4.0625,0,0,0,0,3,1.95833333333333,508.408602150538,1697.72631578947,5999.56382978723,0.28125,3,3,3,4,2,9776,192.333333333333,184,2638,209,72,60,23,5.8125,21.25,25.625,23.625,3,2.8125,64.5,25,2000
2025-05-05,0.400228926497842,39,1171,189,116,59,78,34,49,23,18,9,10,8,688,930,263,0.645833333333333,6.57291666666667,9.23958333333334,3.97368421052632,43.4430379746835,48.2604166666667,15.3157894736842,0.322916666666667,0,0,3.13541666666667,0.114583333333333,0,0,0,3,0.791666666666667,527.893617021277,1555.73404255319,4108.3440860215,0,3,3,3,3.25,2,13927,196.166666666667,186,2822,211,71,61,23,5.1875,17.0625,25.5,22.1875,3,2.1875,68.5625,22.75,2000
2025-05-06,0.690484983586264,52,785,207,217,72,71,29,47,24,19,13,10,8,697,950,268,2.5,8.84375,12.2291666666667,6.64556962025317,44.0886075949367,32.3645833333333,22.4565217391304,1.22916666666667,2.05208333333333,0,8.10416666666667,0.302083333333333,0,0,0,3,5.42708333333333,436.880434782609,1773.90425531915,4805.72093023256,0,3,3,3,2.5,3,15186,147.333333333333,178,2928,204,63,61,24,8.8125,16.5625,32.5625,22.8125,3.1875,2.8125,65.125,23.5,2000
2025-05-07,0.71480420483968,63,673,204,202,83,65,31,47,26,22,12,13,9,695,939,272,2.03125,7.33333333333333,16.9583333333333,12.3766233766234,34.0126582278481,54.5625,20.3421052631579,1.78125,4.5,0,14.0625,0,0,0.135416666666667,0,3,9.11458333333334,402.223404255319,2189.72527472527,5807.03703703704,0,3,3,3,1,3,16445,23,188,2798,211,64,61,26,19.125,33.5,33.6875,22.375,3.8125,2.1875,87.375,69,2000
2025-05-08,0.519439740044983,67,646,211,181,73,68,32,46,24,24,11,14,8,699,959,271,0.791666666666667,4.625,13.2291666666667,9.35714285714286,16.4683544303797,39.1666666666667,31.2978723404255,0.0104166666666667,5.34375,0,3.65625,0.0520833333333333,0,0,0,3,1.14583333333333,421.778947368421,1672.68817204301,4222.76136363636,0,3,3,3.5,1,3,17704,18.3333333333333,191,2811,217,65,62,29,10.25,41.3125,27.0625,24.1875,3,3,46.0625,64.3125,2000
2025-05-09,0.657679013291952,72,677,208,215,63,88,30,48,23,21,11,18,8,688,892,264,5.78947368421053,5.80208333333333,19.5473684210526,5.32911392405063,17.0886075949367,43.6315789473684,32.3958333333333,0.0104166666666667,5.9375,0,0,2.95833333333333,0,0,0,3,5.58333333333333,559.287234042553,1661.31578947368,5516.13953488372,0.135416666666667,3,3,4,1,3,9661.5,16.3333333333333,186,2819,218,66,61,31,5.6875,47,22.625,25.375,2.8125,3,32.1875,45.125,2000
2025-05-10,0.608070551406248,51,1062,152,150,67,82,37,55,24,18,8,16,9,680,939,272,1.5625,7.16666666666667,17.8958333333333,8.74683544303797,28.4303797468354,47.4375,20.3650793650794,1.125,4.375,0,3.33333333333333,2.34375,0,0,0,3,8.28125,568.489130434783,1573.08421052632,5748.91397849462,0,3,3,4,3,3,1619,71,198,2825,230,89,58,28,0.9375,44.5625,22.6875,25.875,2.1875,2.8125,54.625,50,2000
2025-05-11,0.766081700606365,37,958,132,96,55,80,36,55,24,21,7,16,9,680,881,270,1.32291666666667,8.60416666666667,17.6041666666667,5.44871794871795,55.6582278481013,45.2604166666667,16.4042553191489,1.40625,5.1875,0,9.72916666666667,0,0.25,0,0,3,1.80208333333333,419.041666666667,2138.40625,7515.46341463415,0,3,4,4,2,3,8962.015625,160.5,191,2958,223,83,60,29,5.1875,36.4375,30.75,21.9375,3.1875,2.1875,93.5,48.875,2000
2025-05-12,0.788734962653387,78,837,204,214,85,85,32,51,24,21,10,16,9,703,953,266,2.57446808510638,12.4479166666667,18.1382978723404,2.82051282051282,57.1012658227848,49.404255319149,11.9787234042553,3.69791666666667,2.3125,0,16.15625,0.0833333333333334,0.302083333333333,0.40625,0,3,5.29166666666667,471.073684210526,2349.87096774194,7352.3488372093,0,3,4,4,2,3,12903,68,184,3099,216,78,60,27,9.5625,44.9375,33.8125,26,3.8125,3,98.5,48.6875,2000
2025-05-13,0.82603008593189,67,712,210,217,86,89,33,57,22,22,12,17,10,686,947,0,2.48421052631579,5.5625,19.0842105263158,11.5641025641026,45.8860759493671,42.6947368421053,27.6808510638298,1.22916666666667,3.78125,0,10.4526315789474,1.96842105263158,0,0,0,3,6.98947368421053,495.526315789474,1722.39583333333,8903.4880952381,0,3,3,4,1,3,9978,27.6666666666667,200,3125,233,86,54,27,20.5,35.4375,31.125,26,3,3,84.875,65.4375,0
2025-05-14,0.661961645091195,77,673,208,186,97,87,26,58,22,19,8,15,10,687,910,0,3.98947368421053,5.29166666666667,19.0736842105263,15.0487804878049,39.1518987341772,49.7894736842105,22.3829787234043,0.5,2.6875,0,1.40625,1.66666666666667,0,0.229166666666667,0,3,15.28125,511.130434782609,1518.55789473684,8363,0,3,3,3,1,3,5214.5,25.6666666666667,202,2988,233,76,50,29,2.5,31.3125,23.5625,26,3,3,54.75,47.75,0
2025-05-15,0.453637350960689,54,661,228,212,88,89,26,52,22,18,12,15,12,691,932,0,2.31578947368421,5.5625,13.2210526315789,8.35897435897436,29.126582278481,37.4947368421053,16.4383561643836,0.197916666666667,3.83333333333333,0,3.21875,0.364583333333333,0.40625,0.0104166666666667,0,3,11.4270833333333,454.357894736842,1983.12903225806,8044.25581395349,0,3,3,3,1,3,451,20.3333333333333,185,2862,218,79,50,27,8.375,24.8333333333333,25.5833333333333,25.7916666666667,2.89583333333333,3,58,38,0
2025-05-16,0.388288421837004,66,648,202,194,72,82,24,52,20,18,11,1,12,659,901,244,0.96875,2.375,9.34375,7.74683544303797,37.9746835443038,31.6458333333333,16.9148936170213,0,0.53125,0.09375,2.0625,0,0,0,0,3,4.73958333333333,517.41052631579,1601.38947368421,6055.48936170213,0,3,3,3,2,2,9152.6,32.3333333333333,181,2780,216,80,53,27,2.625,29.5625,21.8125,24.1875,2,3,58.9375,36.6875,0
2025-05-17,0.378368200321485,40,740,162,132,60,80,26,50.3333333333333,18.6666666666667,17,11.3333333333333,5.66666666666667,12.3333333333333,679,907,262,1.375,2.38541666666667,6.30208333333333,6.42307692307692,40.7088607594937,36.25,20.2083333333333,0.739583333333334,0,0,2.04166666666667,0,0,0.34375,0,3,0.53125,540.652631578947,1733.6,6165.66279069768,0.125,3,2,3,2,2,2743.73170731707,39.75,162,2569,196,76,46,26,0.8125,16.5625,21.1875,25.5625,2,3,63,33.4375,0
2025-05-18,0.504433559888163,63,906,153,124,50,78,28,48.6666666666667,17.3333333333333,16,11.6666666666667,10.3333333333333,12.6666666666667,692,937,267,2.51041666666667,4.85263157894737,10.0833333333333,7.73076923076923,43.4102564102564,44.4375,16.4666666666667,2.08421052631579,0,0,5.46875,0,0,0,0,3,5.03125,510.957894736842,1457.94736842105,5427.91764705882,0.40625,3,3,3,2,2,1654,59.1666666666667,160,2727,191,73,43,27,0.378947368421053,4.86315789473684,22.3789473684211,26.8631578947368,2.18947368421053,2.81052631578947,62.0526315789474,38.1263157894737,0
2025-05-19,0.719396606054645,60,767,214,198,80,76,30,47,16,15,12,15,13,693,945,266,1.69791666666667,7.86458333333333,14.5104166666667,8.08974358974359,44.0506329113924,49.75,18.780487804878,5.375,0.541666666666667,0,11.4479166666667,0.583333333333334,0,0,0,3,10.2395833333333,534.10752688172,1384.17894736842,4677.50574712644,0,3,4,3,1,2,5853.19512195122,29,161,2914,194,70,45,27,4.48958333333333,1.20833333333333,26.0625,22.1041666666667,3.1875,2.05208333333333,64.5833333333333,18.1354166666667,0
2025-05-20,0.895812369159466,58,662,235,221,77,89,27,50,12,12,10,12,12,693,935,258,4.09473684210526,4.96875,20.578947368421,14.4556962025316,55.3924050632912,31.4210526315789,18.6666666666667,1.71875,0,0,14.4270833333333,0,0,0,0,3,6.36458333333333,486.574712643678,1516.71578947368,4779.36046511628,0.21875,3,3,4,1,2,4384,22.75,158,2801.5,188,69,41,27.5,12.1875,12.8125,33.3125,22,3.8125,2,83.375,36.875,0
2025-05-21,0.552812096027405,46,693,223,185,79,82,25,55,16,11,11,14,12,706,878,248,3.79787234042553,5.02083333333333,21.3191489361702,12.0533333333333,41.6075949367088,43.6170212765957,13.6046511627907,0.239583333333333,0.1875,0,2.39583333333334,0,0,0,0.03125,3,11.5,585.726315789474,1878.8152173913,6578.48275862069,0,3,3,4,1,1,311,15.6666666666667,155,2689,182,68,37,28,0.1875,33.5,25.625,22.75,3,2.1875,52.1875,7.3125,0
2025-05-22,0.630181982862279,65,659,220,239,65,97,30,51,11,13,10,16,11,702,917,243,2.54255319148936,4.66666666666667,21.3936170212766,9.88607594936709,45.5897435897436,42.7340425531915,8.5531914893617,0.0833333333333333,0,0,2.33333333333333,0.145833333333333,0,0,0,3,11.1145833333333,466.851063829787,1688.78947368421,4646.04597701149,0,1,3,4,1,1,3536.75,23,159,2488,190,71,30,26,1,13.4375,24.75,26,3,3,78.25,14.125,0
2025-05-23,0.444373450642386,67,726,220,203,68,83,29,45,14,13,8,17,13,684,899,233,1.6,3.84375,15.7052631578947,7.69736842105263,41.873417721519,32.5684210526316,14.3018867924528,1.05208333333333,0,0,3.44791666666667,0.427083333333334,0,0,0,3,10.1041666666667,405.147368421053,1496.24210526316,4023.71764705882,0,3,3,3,1,1,4916.425,29.6666666666667,158,2521,187,71,33,25,1.75,10.4375,27.8125,25.25,3,2.8125,70.3125,21.25,0
